"id","college","income","overage","leftover","house","handset_price","over_15mins_calls_per_month","average_call_duration","reported_satisfaction","reported_usage_level","considering_change_of_plan","leave"
5095,"one",133920,61,0,502662,689,NA,NA,"very_unsat","very_high","no","STAY"
1683,"one",46423,208,0,NA,155,13,15,"unsat","little","considering","STAY"
5364,"zero",76039,148,NA,NA,-685,29,6,"very_unsat","little","no","LEAVE"
9418,"zero",32558,180,71,760068,139,15,1,"unsat","little","never_thought","STAY"
9111,"zero",58790,105,0,687773,317,3,15,"avg","very_high","actively_looking_into_it","STAY"
4019,"one",NA,46,14,182301,236,4,5,"unsat","little","considering","STAY"
8429,"zero",154443,51,0,461754,451,4,11,"very_sat","very_little","perhaps","STAY"
407,NA,NA,166,81,911598,348,27,2,"very_sat","little","actively_looking_into_it","STAY"
6276,"one",78190,71,NA,191825,332,4,8,"very_unsat","very_high","no","STAY"
6961,"one",158002,206,0,978800,674,28,8,NA,"very_high","actively_looking_into_it","LEAVE"
10654,"one",NA,172,19,249030,150,12,5,"avg","very_high","no","LEAVE"
2156,"one",133179,210,0,884681,322,11,11,NA,"avg","considering","STAY"
739,"one",54497,68,17,410804,295,NA,NA,"unsat","little","considering","STAY"
970,"one",116618,245,0,188091,615,28,14,"very_sat",NA,"considering","LEAVE"
4344,"one",62623,57,14,NA,268,4,NA,NA,"very_high","no","LEAVE"
10444,"zero",89259,198,40,173236,381,NA,2,"sat","little","no","LEAVE"
1619,"one",56771,64,53,267774,288,NA,NA,"very_sat","little","actively_looking_into_it","STAY"
4289,"one",149370,70,7,200020,582,4,4,"avg","little","actively_looking_into_it","STAY"
275,NA,120183,59,NA,821259,688,5,1,"very_unsat","very_little",NA,"STAY"
8064,"one",NA,67,79,223719,164,4,2,"very_sat","little","no","LEAVE"
5049,"zero",85338,79,35,223426,261,4,14,"unsat","very_high","considering","LEAVE"
2607,"zero",53636,68,0,881758,279,4,11,NA,"very_high","actively_looking_into_it","STAY"
5827,"one",NA,271,51,741056,163,4,1,"very_unsat","little","considering","STAY"
7687,"zero",34598,53,74,647528,370,3,1,"very_sat","very_little","actively_looking_into_it","STAY"
6584,"zero",130374,151,30,622807,651,23,1,"very_sat",NA,"considering","LEAVE"
10432,"zero",41175,192,33,885041,188,14,2,"very_unsat","little","no","STAY"
7280,"one",71639,193,0,504302,249,15,11,"sat","very_high","actively_looking_into_it","LEAVE"
5603,NA,88888,220,54,210108,353,26,1,"unsat","very_high","perhaps","LEAVE"
9805,"zero",NA,75,19,263664,131,3,4,"very_unsat","very_high","actively_looking_into_it","STAY"
2549,"one",114107,44,36,NA,192,4,1,"very_unsat","very_little",NA,"LEAVE"
4784,"zero",30894,68,5,402878,199,5,6,"very_sat","very_little","perhaps","LEAVE"
5770,NA,25425,65,54,NA,179,5,1,"very_unsat","very_little","considering","STAY"
1243,"one",128881,74,NA,463685,597,4,11,"very_unsat","very_little","considering","LEAVE"
123,"one",133811,60,20,912325,779,NA,6,"very_sat","very_little","considering","LEAVE"
745,"one",33917,220,10,532526,156,13,5,"very_sat","very_little","actively_looking_into_it","LEAVE"
7810,"zero",67962,220,0,154379,430,NA,12,"unsat","little","no","LEAVE"
6024,"zero",NA,71,51,NA,345,0,4,"very_sat","very_little","no","LEAVE"
3806,"one",78079,188,0,NA,284,NA,14,"sat","very_little","never_thought","LEAVE"
8912,"one",28810,63,16,NA,174,NA,4,"very_unsat","very_high","actively_looking_into_it","LEAVE"
6810,"zero",NA,263,NA,546175,196,NA,11,"avg",NA,NA,"LEAVE"
9899,"zero",48617,155,26,779521,159,27,NA,"avg","little","considering","STAY"
5760,"one",21821,54,58,509351,161,5,NA,"very_unsat","very_high",NA,"STAY"
8122,"one",146291,45,0,195169,694,21,10,"avg","little","considering","LEAVE"
9378,"one",118218,197,54,448161,524,27,2,"very_unsat","high","perhaps","LEAVE"
6800,"zero",156703,216,52,966576,854,11,1,"very_unsat","very_high",NA,"LEAVE"
8622,"one",130666,179,46,NA,417,NA,2,"sat","little","no","LEAVE"
7101,"one",47221,125,0,194170,825,NA,11,NA,"little","considering","LEAVE"
6252,"one",39537,218,63,265608,167,17,1,"unsat","very_little","considering","LEAVE"
2876,"zero",42074,78,56,341193,149,3,1,"avg","very_little","perhaps","LEAVE"
6826,"zero",22614,238,0,946740,179,18,14,"very_unsat","very_high","considering","LEAVE"
2887,"one",21824,175,74,NA,241,1,2,"sat","little",NA,"LEAVE"
8454,"zero",52529,199,0,425497,326,NA,10,"very_unsat","very_little","no","LEAVE"
8247,"one",39754,69,62,799333,133,4,8,"very_sat","very_high","perhaps","STAY"
5359,"one",127966,78,NA,815201,631,4,8,"very_unsat","little","considering","STAY"
3566,"one",111415,62,6,828313,399,5,6,"very_sat","very_little","considering","LEAVE"
5451,"zero",79157,58,NA,468330,395,5,2,"very_unsat","very_high","actively_looking_into_it","STAY"
2385,"one",32790,51,NA,177702,794,4,4,"avg","little","actively_looking_into_it","STAY"
8737,"zero",42777,189,56,715740,178,20,12,"very_unsat","little","perhaps","STAY"
3976,NA,60209,195,66,759324,328,14,1,"very_unsat","very_high","no","STAY"
1938,"one",30170,164,39,449064,213,17,1,"unsat","little","never_thought","LEAVE"
5137,"zero",150782,195,0,358389,660,NA,12,"unsat",NA,"considering","STAY"
8463,"zero",74430,176,11,549114,385,17,5,"very_unsat","high","considering","LEAVE"
8297,"zero",31061,71,88,168499,209,4,2,"unsat","very_little","actively_looking_into_it","LEAVE"
3899,"one",NA,254,11,521879,144,22,5,"very_sat","little","considering","LEAVE"
5199,NA,39596,182,8,343223,183,NA,5,"very_sat","little","considering","LEAVE"
1817,"one",86014,79,12,498370,395,3,4,"very_unsat","very_high","no","STAY"
1691,"zero",129941,186,0,779720,470,22,15,"avg",NA,"no","STAY"
6688,"zero",110689,193,58,753462,588,25,NA,NA,NA,"no","LEAVE"
4213,"one",NA,217,25,414511,153,19,5,"unsat","very_little","considering","STAY"
5261,"zero",38813,219,0,194276,138,13,15,"very_unsat","little","perhaps","LEAVE"
5627,"one",70807,56,NA,838186,325,4,1,"unsat","very_little","no","STAY"
6962,"one",134725,66,19,246731,571,4,6,"sat","very_little","no","LEAVE"
3343,"one",NA,64,36,640913,335,3,2,"very_sat","very_high","considering","LEAVE"
2353,"zero",NA,190,0,NA,240,29,NA,"very_sat","very_high","perhaps","STAY"
5151,"one",114480,211,20,908648,402,11,6,NA,"very_little","never_thought","LEAVE"
1263,"one",134964,73,52,246886,204,4,1,"very_unsat","very_high","actively_looking_into_it","STAY"
817,"one",157023,86,84,848794,580,NA,2,"very_unsat","very_high",NA,"STAY"
6916,"one",78825,224,0,798572,471,19,10,"very_unsat","little","actively_looking_into_it","STAY"
10521,"zero",56476,216,0,688746,255,22,8,"unsat","very_little","considering","LEAVE"
10733,"one",94334,201,46,NA,370,12,1,"very_unsat","very_little","actively_looking_into_it","STAY"
1911,NA,49650,54,NA,803516,165,28,NA,"unsat","high",NA,"STAY"
7391,NA,35742,57,16,191983,167,4,5,NA,"little","considering","LEAVE"
2406,"zero",52137,248,14,NA,267,28,6,NA,"very_high","actively_looking_into_it","STAY"
527,"zero",30797,74,NA,256439,153,3,5,"very_unsat","high","considering","STAY"
9651,"one",NA,81,50,345127,471,5,1,"unsat",NA,"perhaps","STAY"
693,"one",152564,194,0,978369,434,24,12,"very_sat","high","never_thought","LEAVE"
4150,"zero",66072,51,24,181549,252,5,4,"avg","very_high","actively_looking_into_it","STAY"
12,"one",39654,72,28,951514,225,5,2,NA,"very_little","no","LEAVE"
2945,"one",NA,54,68,208665,817,5,2,"avg","very_high","considering","LEAVE"
6030,"zero",156952,77,NA,215040,746,NA,5,"sat",NA,"considering","STAY"
9478,NA,144902,42,22,209583,622,5,6,"very_unsat","very_high","no","LEAVE"
4500,"one",22250,216,0,656964,248,23,8,"avg","high","considering","STAY"
9997,"one",21799,58,NA,175165,170,4,6,"very_unsat","little","considering","LEAVE"
3362,"zero",130487,192,86,378205,879,20,1,"very_unsat","little","actively_looking_into_it","LEAVE"
4249,"zero",84615,46,14,360002,373,3,6,NA,"very_high","considering","STAY"
4105,"zero",49883,152,51,673770,214,19,NA,"sat","little","no","STAY"
3886,"zero",150018,200,48,840963,814,18,2,"unsat","very_high","actively_looking_into_it","LEAVE"
4336,"zero",146487,53,63,280560,609,4,1,"very_unsat","very_high","considering","STAY"
10069,"one",143203,73,0,539682,508,3,14,"very_unsat","avg",NA,"LEAVE"
3760,"zero",115237,231,0,928906,881,18,14,"very_sat","very_high","actively_looking_into_it","LEAVE"
9214,"zero",60801,248,87,765823,261,17,2,NA,"little","no","STAY"
8773,"one",144312,45,82,972420,399,5,1,"sat","very_high","never_thought","STAY"
4095,"zero",158711,192,57,271701,557,3,NA,"very_unsat","very_high","actively_looking_into_it","LEAVE"
749,"one",63267,47,63,187435,134,4,2,NA,"very_high","considering","STAY"
9877,"one",127429,54,20,579594,416,4,6,"very_unsat","very_high","actively_looking_into_it","LEAVE"
10093,NA,NA,258,14,925576,142,NA,6,"unsat","little","considering","LEAVE"
8270,"one",22926,41,0,925922,418,3,9,"very_sat",NA,"perhaps","LEAVE"
7529,NA,NA,207,0,372239,259,21,14,"avg","very_little","actively_looking_into_it","LEAVE"
8999,"zero",152322,57,81,NA,836,3,1,"very_unsat","very_little","no","STAY"
6762,NA,154749,206,27,523676,652,17,1,"avg","little","perhaps","STAY"
10067,"zero",NA,200,15,NA,162,20,5,"avg","very_high","considering","STAY"
5751,"one",23353,203,0,539958,157,13,13,"very_sat","high","never_thought","LEAVE"
1512,"zero",NA,243,NA,880778,756,29,2,NA,"little","no","STAY"
6170,"zero",20568,188,0,NA,174,20,8,"very_unsat","very_high","no","LEAVE"
9155,"one",108116,212,10,290785,423,19,NA,"very_unsat","very_little","actively_looking_into_it","STAY"
2014,"one",93792,69,0,731553,301,5,15,"very_sat","little",NA,"STAY"
8077,"one",145360,231,36,518549,203,13,2,"very_unsat","very_high","never_thought","LEAVE"
2182,NA,43663,50,82,270165,176,5,2,"avg","little","no","LEAVE"
5270,"zero",52091,68,37,NA,284,5,2,"avg","little","considering","STAY"
1997,"zero",37155,206,21,994555,209,12,5,"very_unsat","very_high",NA,"STAY"
3433,"one",33203,210,10,222351,165,NA,6,NA,"very_high",NA,"LEAVE"
9524,"one",NA,163,77,NA,835,17,NA,"avg","very_high","never_thought","LEAVE"
1401,"one",148790,263,89,250380,659,NA,2,"sat","high","considering","LEAVE"
7866,"one",29888,53,0,187087,584,3,14,"very_unsat","little","considering","LEAVE"
8825,"zero",38146,63,NA,171384,195,5,10,NA,"very_high","considering","STAY"
5989,"one",32155,219,41,NA,251,27,2,"unsat","very_high","considering","STAY"
8549,"zero",32994,159,21,NA,179,1,6,"very_unsat",NA,"considering","LEAVE"
8831,"one",90761,70,88,157214,360,5,1,"unsat","very_high","actively_looking_into_it","LEAVE"
2251,"zero",NA,65,0,677909,752,1,8,"very_unsat","very_high",NA,"LEAVE"
2294,"one",45425,54,5,226023,151,4,5,"avg",NA,"considering","STAY"
2900,"one",107332,63,22,892213,697,5,4,"very_unsat","little","considering","LEAVE"
7706,"one",89555,67,83,473979,392,4,NA,"very_unsat","high","actively_looking_into_it","STAY"
4035,"one",37459,72,69,307212,204,NA,1,"unsat","very_high","considering","LEAVE"
7788,"zero",45647,66,0,422685,172,3,NA,"very_unsat",NA,"considering","STAY"
5234,"one",46955,96,16,976861,216,4,5,"very_unsat","very_high","actively_looking_into_it","STAY"
409,"zero",98453,64,68,185101,255,4,2,"very_unsat","very_little","perhaps","LEAVE"
8745,"one",70337,216,0,728355,363,11,15,"very_unsat","little","actively_looking_into_it","STAY"
3962,"one",97945,62,50,548752,348,4,2,NA,"little","no","LEAVE"
6275,"one",45706,250,10,576239,214,26,4,"avg","little","considering","LEAVE"
2041,"one",29994,50,53,369213,156,4,1,"very_unsat","little","considering","LEAVE"
9489,"zero",75442,216,46,395699,277,22,2,"unsat","high","perhaps","LEAVE"
3541,"one",43965,168,13,547590,142,14,6,"very_unsat","high","actively_looking_into_it","LEAVE"
3425,"one",NA,144,7,282378,864,15,6,"unsat","avg",NA,"LEAVE"
9724,"zero",78771,230,37,NA,808,0,NA,"very_unsat","little","actively_looking_into_it","LEAVE"
6765,"one",48858,36,45,156038,178,NA,2,"very_sat","little","considering","LEAVE"
5377,"zero",49357,61,0,397595,224,5,NA,"unsat","avg","never_thought","LEAVE"
9171,"one",32408,76,37,363381,158,4,NA,"very_unsat","high","considering","LEAVE"
6677,NA,37841,222,17,269685,140,26,4,"very_unsat","very_little","no","STAY"
9814,NA,96997,216,16,627174,328,22,1,"unsat","little","considering","LEAVE"
8138,"one",154071,41,5,782457,796,4,NA,"very_unsat","little","no","STAY"
6301,"zero",130907,180,0,606578,612,NA,10,NA,"little",NA,"LEAVE"
5018,"one",20175,191,23,659259,344,27,5,NA,NA,"actively_looking_into_it","LEAVE"
7998,"zero",NA,69,51,791022,186,3,2,"very_sat","little","actively_looking_into_it","STAY"
3068,"one",59505,91,74,362390,254,5,12,"unsat","high","considering","LEAVE"
10739,"one",107126,71,82,237397,609,5,2,"very_sat","very_little",NA,"STAY"
9416,"zero",28477,97,0,305842,296,NA,NA,"very_unsat","avg","no","STAY"
9069,"one",89685,29,0,451898,294,5,13,"very_unsat","little","actively_looking_into_it","STAY"
759,"one",71624,243,NA,456756,599,16,1,"very_sat","very_high","never_thought","STAY"
3159,"one",118936,60,0,202769,773,5,9,"very_unsat","little","actively_looking_into_it","LEAVE"
8613,NA,NA,211,25,703359,267,27,1,"unsat",NA,"actively_looking_into_it","STAY"
5167,"zero",91584,227,24,649835,293,12,6,NA,"high","actively_looking_into_it","STAY"
7224,"zero",128088,68,0,NA,750,NA,8,"very_unsat",NA,NA,"STAY"
7043,"zero",82833,47,NA,318260,265,5,13,"avg","very_little","no","LEAVE"
6310,"zero",72509,187,7,705599,324,19,5,"very_sat","very_little",NA,"STAY"
8343,"zero",142283,66,9,NA,417,3,5,"very_unsat","little","considering","STAY"
5178,"zero",35545,172,23,NA,249,11,1,"very_sat","very_high","actively_looking_into_it","LEAVE"
1177,"one",27553,64,67,349773,232,NA,1,"very_unsat","very_little","actively_looking_into_it","LEAVE"
10583,"zero",139278,255,0,624876,863,28,15,"unsat","very_little","actively_looking_into_it","LEAVE"
5579,"one",32945,128,29,839551,214,26,1,"very_unsat","little","actively_looking_into_it","STAY"
8290,"one",108177,65,43,644289,175,4,NA,"very_sat","little","considering","LEAVE"
8074,"one",118781,61,79,NA,897,5,2,"avg","very_little","considering","LEAVE"
2352,"one",39413,223,9,517049,182,12,2,"very_unsat","avg","actively_looking_into_it","LEAVE"
7845,"zero",84443,239,6,312181,279,21,5,NA,"very_little","considering","LEAVE"
10406,"zero",NA,53,17,177987,808,4,6,"very_unsat","very_high","no","LEAVE"
1785,"zero",36105,51,17,488577,586,28,5,"sat","little","actively_looking_into_it","STAY"
10334,NA,45624,66,NA,324293,199,5,2,"unsat","little","no","LEAVE"
2854,"one",95948,243,34,858158,847,NA,1,"very_unsat","little","actively_looking_into_it","STAY"
1424,"one",127957,174,0,567971,230,19,4,"very_unsat","very_little","actively_looking_into_it","LEAVE"
6478,"zero",NA,176,8,249684,271,19,4,"very_sat","avg",NA,"LEAVE"
4438,"zero",111403,57,0,286560,460,5,NA,"very_unsat","very_little","considering","STAY"
3164,"one",38014,221,13,524829,208,13,6,"sat","very_little","considering","LEAVE"
4271,"zero",142938,43,74,990170,626,NA,NA,"very_unsat",NA,"actively_looking_into_it","STAY"
3370,NA,130774,189,0,222933,878,15,10,"very_sat","little","considering","LEAVE"
10189,"zero",74748,71,NA,269872,364,4,10,"very_sat","little",NA,"LEAVE"
4930,"one",118242,167,13,225932,706,16,NA,"very_sat","little","perhaps","LEAVE"
5617,"one",40645,58,77,207824,178,4,1,"very_unsat","avg",NA,"LEAVE"
1292,"zero",47174,73,0,528502,212,5,15,"very_sat","little","no","LEAVE"
1658,"zero",44068,85,50,242510,207,4,NA,"unsat",NA,NA,"STAY"
296,"one",22494,174,27,390553,170,4,2,NA,"little","no","STAY"
5992,NA,97307,48,77,378559,304,5,NA,NA,NA,"considering","STAY"
8651,"zero",80616,249,9,885839,256,21,6,"very_unsat","very_high","never_thought","STAY"
6989,"one",140481,51,23,518074,838,3,5,"very_unsat",NA,"considering","STAY"
35,"zero",79054,165,12,177411,351,27,4,"avg","very_little",NA,"LEAVE"
10166,"zero",126356,63,0,560593,592,5,12,"very_sat","very_little","considering","LEAVE"
1836,"one",25511,37,0,NA,274,3,NA,"unsat","very_little",NA,"STAY"
5462,"one",95569,79,65,160536,332,1,1,"unsat","avg","no","LEAVE"
9235,"one",115082,29,16,504506,774,NA,13,"very_unsat","very_high","actively_looking_into_it","STAY"
3076,"one",77431,196,43,893484,380,15,12,NA,"little","considering","STAY"
653,"zero",45930,72,0,210064,730,1,NA,"very_unsat","little","no","STAY"
6375,"one",NA,164,21,776822,324,15,4,"very_sat","little","actively_looking_into_it","STAY"
5622,"zero",144031,194,NA,982899,476,NA,5,"very_unsat","very_little","actively_looking_into_it","LEAVE"
61,"one",56005,154,23,270679,206,0,12,"very_unsat","very_little","actively_looking_into_it","LEAVE"
8957,"zero",135205,63,13,244290,654,3,4,"very_unsat","very_little",NA,"LEAVE"
9260,"zero",66125,37,0,856850,335,NA,14,"unsat","high","considering","STAY"
6568,"zero",136744,80,67,829123,830,NA,2,"very_sat","very_high","considering","STAY"
9539,"one",35327,39,0,678806,148,3,12,"very_sat","very_little","no","LEAVE"
7444,"zero",46765,60,0,736495,249,4,NA,"very_unsat","little","no","STAY"
4512,"one",25895,65,21,411610,233,NA,6,"very_unsat","very_little","no","LEAVE"
10325,"one",40257,64,0,244988,148,5,6,"unsat","very_little","never_thought","STAY"
1625,"one",56791,68,0,242402,189,3,14,"very_sat","avg","actively_looking_into_it","STAY"
487,"one",115987,35,14,219175,894,4,5,"very_unsat","high","actively_looking_into_it","STAY"
6441,"zero",NA,215,73,847076,234,23,2,"very_unsat","very_high","actively_looking_into_it","STAY"
73,"zero",98101,175,12,185838,381,NA,6,"avg","little","actively_looking_into_it","LEAVE"
1280,"one",103576,228,7,209016,545,NA,NA,"unsat","avg",NA,"STAY"
3771,"zero",NA,60,0,881862,310,NA,11,"very_sat","little","considering","STAY"
10247,"zero",21660,187,NA,227085,224,22,11,"unsat","very_high",NA,"LEAVE"
2231,NA,80335,61,0,721131,266,NA,10,"very_unsat","little","never_thought","STAY"
8570,NA,46997,64,29,861108,637,3,NA,"very_unsat","little","no","STAY"
5930,"one",87002,55,24,832034,396,4,6,"very_unsat","very_little","no","STAY"
8865,"zero",46406,78,0,156498,158,3,15,"very_sat","very_high","no","LEAVE"
2163,"one",123926,202,12,324246,860,19,NA,"very_sat","little","actively_looking_into_it","STAY"
8186,"one",135093,38,20,610457,609,3,5,"very_sat","little","no","LEAVE"
1547,NA,75299,237,9,787218,326,29,4,"very_sat","little","actively_looking_into_it","STAY"
9271,"one",NA,75,0,745418,372,3,8,"unsat","little","considering","STAY"
3993,"zero",34692,66,0,817619,213,5,13,"very_sat","little","never_thought","LEAVE"
10522,"one",59050,133,61,306886,352,21,2,"very_unsat","little","never_thought","STAY"
7656,"zero",57332,231,52,236394,386,25,2,"very_unsat","little","actively_looking_into_it","LEAVE"
1514,"one",NA,195,23,654612,263,29,4,"unsat","very_high","no","LEAVE"
3047,"zero",117551,64,34,692557,647,4,2,"very_unsat","very_high","actively_looking_into_it","STAY"
8687,"one",32129,204,0,NA,170,26,15,"very_sat","little","considering","LEAVE"
7724,"one",85986,64,6,295751,371,5,6,"very_unsat","little","actively_looking_into_it","LEAVE"
8640,"one",158198,185,10,286884,896,12,4,"very_sat",NA,"considering","LEAVE"
7672,NA,47777,77,7,NA,147,4,4,"very_sat","very_little","no","LEAVE"
2523,"one",53167,204,7,NA,721,1,4,"sat","little","considering","STAY"
8755,"one",NA,44,0,678861,866,3,14,"very_sat","little","considering","LEAVE"
9025,"zero",77861,197,0,873513,377,16,8,"very_unsat","very_high",NA,"STAY"
8058,"one",33616,85,NA,754212,150,4,1,"very_unsat","little",NA,"LEAVE"
2610,"zero",42762,74,24,154158,226,27,4,"unsat","little","considering","LEAVE"
10554,"one",82715,37,0,NA,276,3,12,"very_unsat","high","considering","STAY"
6715,"one",138824,284,11,NA,885,28,4,"very_unsat","high","considering","LEAVE"
3809,"zero",43136,76,0,568002,222,5,12,"unsat","very_high","considering","STAY"
10035,"zero",37496,56,0,NA,186,1,9,"sat","little","considering","STAY"
2621,"one",33286,53,NA,240715,207,5,2,"very_unsat",NA,"no","LEAVE"
5283,"one",NA,178,16,155342,309,17,6,"unsat","little","no","LEAVE"
10013,"zero",NA,48,0,573225,526,3,15,"very_unsat","little","considering","STAY"
5927,"one",30940,203,62,184779,185,22,1,"very_unsat","high","no","LEAVE"
9996,NA,114709,55,0,736924,793,4,11,"unsat","very_high",NA,"LEAVE"
8731,"one",137001,56,84,291435,709,13,15,"very_unsat","very_little",NA,"STAY"
3735,"one",93495,47,8,395707,272,3,9,"very_unsat","high","actively_looking_into_it","LEAVE"
5453,"zero",28780,76,0,618399,816,4,13,"very_unsat","little","no","STAY"
1762,"one",154011,150,8,NA,627,29,4,"very_unsat","very_little","never_thought","LEAVE"
10244,"one",48638,65,NA,402284,206,NA,6,"very_sat","little","no","LEAVE"
8779,"zero",136873,173,44,763419,738,19,2,"unsat","very_high","no","STAY"
1183,"zero",NA,65,0,374230,387,5,NA,"very_unsat","very_high","perhaps","LEAVE"
9318,"zero",136287,75,0,468277,711,NA,11,"sat",NA,"actively_looking_into_it","LEAVE"
1681,NA,NA,74,24,528379,812,3,4,"very_unsat","little","actively_looking_into_it","STAY"
7654,"one",100205,231,86,192367,615,13,2,"sat","little","considering","LEAVE"
8033,"zero",65099,264,0,583720,828,27,NA,"avg","little","considering","LEAVE"
1414,"one",56909,191,11,156707,290,NA,4,"very_unsat","little","no","STAY"
8643,"one",44687,39,15,567641,235,4,5,"very_unsat","little","no","LEAVE"
3215,"one",104780,184,58,526064,547,15,1,"very_unsat","little","actively_looking_into_it","LEAVE"
6848,"zero",153062,88,84,547222,554,4,2,"sat","very_high","perhaps","LEAVE"
2992,"one",98708,66,0,224051,337,3,9,"very_sat","high","considering","LEAVE"
4154,"one",75232,176,38,544069,543,16,2,"very_sat","high","considering","LEAVE"
5790,"one",NA,76,43,428815,140,3,2,"unsat","very_high","actively_looking_into_it","LEAVE"
10096,"one",31988,50,NA,230919,175,3,5,"very_sat","little","actively_looking_into_it","STAY"
3689,"one",131847,78,0,271426,750,4,13,"sat","high","actively_looking_into_it","STAY"
5970,"one",45031,180,38,469551,163,14,2,"very_unsat","very_high","no","LEAVE"
10073,"zero",43640,157,26,917354,222,16,2,"very_unsat","very_high","no","STAY"
8856,"zero",115176,77,0,306634,425,4,13,"very_unsat","high","considering","LEAVE"
9584,"zero",70011,199,0,484085,873,14,11,"very_unsat","little","considering","LEAVE"
6951,"zero",57708,62,57,885260,384,0,2,"very_sat","very_little",NA,"LEAVE"
3113,"zero",21457,215,76,484285,232,NA,1,"very_sat","little","no","STAY"
7353,"one",104106,182,43,218439,845,1,2,"very_unsat","very_high","considering","STAY"
2690,"zero",53834,232,76,839262,374,1,1,"avg","high","actively_looking_into_it","LEAVE"
6014,"zero",42044,59,0,184307,135,NA,12,"very_unsat","little","considering","STAY"
7972,"one",45428,235,0,760433,139,12,11,NA,"little","never_thought","STAY"
6165,"zero",158581,189,79,797395,561,NA,1,"very_unsat",NA,NA,"LEAVE"
2031,"zero",137737,257,0,980811,605,22,10,"very_unsat","very_high","actively_looking_into_it","LEAVE"
1767,"zero",133695,69,0,910584,614,4,12,"very_unsat","very_little","considering","LEAVE"
1884,"zero",109784,193,34,347258,654,19,2,NA,"very_little","considering","LEAVE"
7795,"zero",132914,50,12,371537,615,5,NA,"unsat","very_high","perhaps","LEAVE"
9055,"one",47034,81,0,464966,221,3,13,"unsat","high","actively_looking_into_it","LEAVE"
7928,"one",97666,44,0,173875,391,4,NA,"very_unsat",NA,"never_thought","LEAVE"
7594,"zero",61423,49,13,239961,330,5,4,"very_unsat","little","actively_looking_into_it","LEAVE"
7146,"zero",42771,41,71,268337,146,NA,NA,NA,"little",NA,"LEAVE"
3141,"zero",95432,38,47,193901,337,4,1,"very_sat","very_little","considering","STAY"
8732,"one",89274,66,21,773349,374,4,4,"very_unsat","very_little","no","STAY"
2358,"zero",82646,180,0,600714,284,22,NA,"unsat","little","no","STAY"
3003,"zero",128504,58,12,791309,838,4,5,"very_sat","little","considering","LEAVE"
9356,"one",76848,212,0,415177,298,1,12,"very_sat",NA,"actively_looking_into_it","LEAVE"
7017,"zero",NA,186,NA,769668,140,18,NA,"very_sat","very_little","actively_looking_into_it","STAY"
5413,"zero",141027,54,0,251659,532,0,12,"very_unsat","little","perhaps","STAY"
4033,"zero",NA,183,41,NA,259,14,2,"sat","little","considering","STAY"
6290,"zero",151086,209,41,769232,623,NA,14,"very_unsat","very_high","considering","LEAVE"
8770,"zero",126376,199,26,771713,580,16,11,"very_unsat","very_high","considering","LEAVE"
285,"one",54613,187,0,154353,391,27,12,"very_sat","very_high","no","LEAVE"
3911,"zero",32752,206,24,835755,164,13,6,NA,"very_high",NA,"LEAVE"
3796,"one",93507,46,9,449348,269,4,6,"unsat","little","considering","STAY"
1666,"zero",NA,230,12,925198,148,NA,5,NA,"little","perhaps","STAY"
4520,"zero",139660,58,0,822193,555,4,10,"avg","very_high","considering","LEAVE"
4414,"zero",48457,212,66,652682,178,23,2,"very_unsat","little","actively_looking_into_it","STAY"
1462,"one",NA,61,0,930212,170,5,13,"avg","very_high","considering","STAY"
258,"one",154827,170,86,377589,805,18,NA,"unsat","very_little","actively_looking_into_it","LEAVE"
8506,"one",54949,216,50,441074,389,NA,12,"very_sat","very_high","actively_looking_into_it","LEAVE"
10068,"zero",122723,219,43,398166,481,18,1,"very_unsat","very_high","considering","LEAVE"
9366,"zero",45111,75,71,154296,168,4,2,"avg","very_little","considering","LEAVE"
8668,"one",NA,182,NA,192556,187,21,6,"very_unsat","very_high","considering","LEAVE"
9287,"zero",35620,50,11,154687,173,5,4,"unsat",NA,"considering","LEAVE"
9818,"zero",54535,155,0,204608,364,14,NA,"unsat",NA,"actively_looking_into_it","STAY"
979,"one",88066,183,69,NA,380,27,2,"very_sat","little","actively_looking_into_it","STAY"
2395,"zero",98977,150,NA,244392,275,22,9,"very_unsat",NA,"considering","LEAVE"
5966,"one",55915,186,17,203035,383,11,5,"very_unsat","very_little","considering","LEAVE"
7222,NA,77869,174,20,353722,340,10,4,"very_sat","very_high","considering","LEAVE"
152,"one",78416,183,0,388824,276,26,10,"sat","very_high","no","LEAVE"
5826,"one",118822,64,74,262494,549,5,2,"very_sat","avg",NA,"LEAVE"
8983,"zero",99669,53,42,594366,309,5,NA,"very_unsat","little","actively_looking_into_it","STAY"
9537,NA,91237,251,7,254549,268,11,5,NA,"very_high","actively_looking_into_it","LEAVE"
1358,"one",47156,60,63,153109,196,3,1,NA,"little","never_thought","LEAVE"
841,NA,55076,59,75,NA,350,4,1,"very_unsat","little","considering","LEAVE"
890,"zero",72823,205,0,NA,282,26,NA,"very_unsat","very_little","actively_looking_into_it","LEAVE"
4436,"one",NA,184,37,596420,809,29,1,"very_unsat","little","never_thought","LEAVE"
637,"one",21850,232,0,234805,233,19,1,NA,"very_little","perhaps","LEAVE"
7270,"one",37946,44,12,739246,214,4,NA,"very_unsat","very_high","considering","LEAVE"
8718,"zero",NA,185,0,281717,296,24,13,"sat",NA,"considering","LEAVE"
10172,"one",103328,290,NA,NA,404,18,2,"very_unsat",NA,"never_thought","LEAVE"
