"COLLEGE","INCOME","OVERAGE","LEFTOVER","HOUSE","HANDSET_PRICE","OVER_15MINS_CALLS_PER_MONTH","AVERAGE_CALL_DURATION","REPORTED_SATISFACTION","REPORTED_USAGE_LEVEL","CONSIDERING_CHANGE_OF_PLAN","LEAVE","ID"
"one",37115,48,21,597159,196,5,12,"very_sat","little","considering","STAY",18507
"zero",89453,57,0,892372,329,5,9,"avg","very_little","no","STAY",249
"one",124366,0,0,241218,579,1,13,"sat","high","considering","LEAVE",16241
"one",72499,185,7,967929,285,10,5,"very_unsat","very_little","no","LEAVE",2836
"zero",153498,262,26,170408,713,15,2,"very_unsat","very_high","considering","STAY",59
"zero",58116,211,0,420569,294,25,11,"unsat","little","considering","LEAVE",19503
"one",123226,0,0,298208,824,1,2,"very_unsat","very_little","no","LEAVE",6889
"one",106002,0,0,215786,590,1,12,"very_unsat","little","actively_looking_into_it","STAY",15184
"zero",43251,140,6,436430,216,11,14,"very_unsat","little","considering","LEAVE",14859
"one",91709,0,15,901045,309,0,4,"avg","little","actively_looking_into_it","STAY",18801
"zero",114738,79,0,192150,797,5,2,"very_unsat","little","no","LEAVE",3843
"zero",143452,0,73,842240,457,0,2,"very_sat","little","no","LEAVE",397
"zero",150678,37,74,381438,777,3,1,"very_sat","little","actively_looking_into_it","LEAVE",5563
"one",94248,0,0,188023,254,1,9,"very_unsat","little","no","LEAVE",4739
"one",70428,193,37,700747,382,0,1,"unsat","little","no","STAY",1720
"one",85558,0,0,887345,386,0,4,"very_unsat","very_high","considering","LEAVE",18496
"zero",92107,0,74,906124,287,0,2,"very_unsat","high","considering","STAY",18724
"zero",144113,0,21,211933,577,11,4,"sat","very_little","actively_looking_into_it","STAY",17451
"one",147289,168,37,183605,539,28,2,"very_sat","very_high","no","STAY",14237
"zero",45163,0,17,310125,170,0,1,"very_sat","little","never_thought","STAY",639
"one",26711,0,69,273884,166,1,5,"very_unsat","very_little","considering","LEAVE",18395
"one",156496,196,13,154877,278,27,5,"very_unsat","very_little","considering","LEAVE",2136
"zero",24471,0,18,497977,437,0,5,"very_unsat","very_high","no","STAY",15036
"zero",34156,94,0,757005,218,4,12,"very_sat","little","actively_looking_into_it","STAY",17365
"one",79224,51,21,599092,893,4,5,"very_unsat","little","no","STAY",12094
"zero",147689,43,0,372902,441,5,9,"unsat","very_little","actively_looking_into_it","LEAVE",14342
"zero",140412,56,23,986214,529,3,6,"very_unsat","little","perhaps","LEAVE",2014
"one",52175,0,13,905699,273,1,5,"avg","very_little","actively_looking_into_it","STAY",11198
"zero",99268,166,80,749579,349,21,1,"very_unsat","very_little","actively_looking_into_it","STAY",16352
"zero",42240,231,0,997908,241,21,12,"unsat","little","never_thought","STAY",12299
"one",37224,32,8,777414,183,3,4,"very_unsat","very_high","no","STAY",1635
"zero",90919,47,10,696391,290,5,4,"very_unsat","little","considering","STAY",13794
"one",116883,81,21,523600,716,4,5,"very_unsat","very_high","considering","STAY",11202
"one",64432,0,14,227572,366,1,4,"very_unsat","little","actively_looking_into_it","STAY",3604
"zero",109072,0,8,427272,243,1,1,"very_sat","little","actively_looking_into_it","STAY",13965
"one",43316,59,0,259280,243,4,14,"unsat","very_high","no","STAY",7381
"zero",40898,32,0,853353,260,5,9,"very_unsat","very_high","no","STAY",3088
"one",49419,94,78,817660,133,3,1,"very_unsat","little","considering","STAY",1449
"zero",158581,189,79,797395,561,26,1,"very_unsat","very_high","considering","LEAVE",9752
"zero",148707,65,6,249328,884,5,5,"very_unsat","very_little","no","LEAVE",4553
"zero",87049,73,0,175066,359,4,8,"very_unsat","avg","considering","LEAVE",5903
"one",96637,0,0,249382,681,0,15,"very_sat","little","never_thought","STAY",10479
"one",72780,201,18,203780,289,15,4,"avg","little","never_thought","LEAVE",8699
"one",96693,59,0,286611,270,3,9,"very_sat","little","actively_looking_into_it","LEAVE",9777
"zero",102421,0,0,240787,478,0,9,"very_sat","little","perhaps","STAY",50
"one",103941,189,27,862439,866,12,2,"unsat","very_little","considering","LEAVE",13745
"zero",95609,171,24,212697,275,23,4,"very_unsat","very_little","actively_looking_into_it","LEAVE",2043
"zero",75827,0,58,169117,264,1,2,"very_sat","little","no","STAY",6724
"zero",96916,54,68,678440,255,3,2,"very_sat","little","never_thought","STAY",18941
"one",101355,173,19,998814,700,12,1,"very_unsat","very_high","actively_looking_into_it","STAY",11758
"zero",130001,240,15,837350,807,25,11,"very_sat","very_little","no","LEAVE",5701
"one",68051,0,78,727089,332,1,2,"very_unsat","very_little","no","STAY",18329
"zero",67191,184,49,214960,336,26,2,"very_unsat","high","never_thought","LEAVE",14427
"zero",37413,80,0,586420,235,5,8,"unsat","very_little","never_thought","LEAVE",19895
"one",32661,260,21,606258,206,20,5,"very_unsat","little","considering","STAY",15611
"one",84951,0,0,198664,588,1,14,"unsat","very_high","considering","STAY",12185
"zero",34097,45,87,805164,264,3,1,"very_sat","little","considering","STAY",8792
"zero",120628,0,67,731222,854,1,2,"very_unsat","very_high","actively_looking_into_it","STAY",19500
"zero",46189,203,8,512584,148,29,4,"very_unsat","very_high","considering","LEAVE",3055
"zero",33586,173,17,738093,170,29,4,"very_sat","little","no","STAY",3722
"one",25081,204,0,612859,235,11,15,"very_sat","little","no","STAY",15418
"zero",139529,71,23,442398,664,3,6,"unsat","little","actively_looking_into_it","LEAVE",11917
"zero",128319,0,62,947082,846,1,6,"very_unsat","very_little","considering","LEAVE",15050
"one",103324,99,56,581093,489,1,2,"very_sat","very_little","considering","LEAVE",6229
"zero",99457,51,72,222344,346,4,10,"avg","very_high","considering","STAY",4865
"zero",44431,0,0,526596,297,1,15,"very_sat","very_little","never_thought","LEAVE",14697
"zero",102600,0,14,864192,670,0,4,"very_unsat","avg","actively_looking_into_it","STAY",6336
"zero",94458,0,16,223897,322,3,6,"unsat","very_little","no","STAY",17815
"one",98840,196,5,473153,437,25,5,"very_unsat","very_high","considering","LEAVE",18576
"zero",91377,0,9,617452,394,1,5,"very_unsat","little","actively_looking_into_it","STAY",15728
"one",149003,67,9,315844,632,1,4,"unsat","very_high","actively_looking_into_it","STAY",13801
"zero",91822,0,10,245097,370,0,4,"unsat","very_high","actively_looking_into_it","STAY",1486
"one",50610,89,0,828693,385,5,13,"very_sat","very_high","no","STAY",20
"zero",74820,219,0,534273,419,23,1,"very_unsat","little","considering","LEAVE",17110
"one",123249,0,7,895515,653,1,10,"very_unsat","little","never_thought","STAY",12389
"one",92920,154,0,531282,320,1,8,"avg","very_high","perhaps","LEAVE",17907
"zero",67144,56,0,841848,330,4,12,"very_unsat","very_high","considering","STAY",18524
"one",108739,187,0,214786,835,25,8,"very_unsat","very_high","considering","STAY",1002
"zero",28895,0,0,715285,159,0,9,"sat","high","considering","STAY",2826
"zero",49546,0,0,795417,243,5,14,"unsat","high","considering","STAY",11524
"one",70057,189,10,447075,266,14,4,"very_unsat","little","actively_looking_into_it","LEAVE",4686
"zero",25526,0,0,230674,223,0,14,"sat","little","considering","STAY",14828
"one",29114,92,6,645546,132,3,5,"very_unsat","little","actively_looking_into_it","STAY",13509
"zero",92914,0,0,196111,159,1,15,"unsat","little","considering","STAY",7797
"one",94974,61,21,806055,242,4,5,"very_unsat","very_high","considering","LEAVE",3259
"zero",56172,0,5,253974,255,0,5,"sat","very_little","actively_looking_into_it","STAY",11348
"zero",150285,214,80,471631,804,27,2,"very_sat","little","considering","LEAVE",12295
"zero",104980,56,11,268912,739,5,2,"very_sat","little","no","LEAVE",18434
"zero",62490,149,0,447404,351,22,8,"very_sat","little","considering","LEAVE",3870
"zero",43044,0,0,426349,227,0,10,"unsat","very_high","actively_looking_into_it","STAY",7972
"one",31249,0,8,273927,385,0,6,"sat","little","considering","STAY",1887
"zero",81177,0,0,446412,392,4,15,"unsat","high","no","LEAVE",12171
"zero",59757,208,0,992162,275,22,13,"very_sat","little","considering","STAY",10055
"zero",110809,0,19,161066,537,1,1,"very_unsat","little","considering","STAY",13598
"one",147115,257,29,225825,579,1,2,"very_unsat","little","actively_looking_into_it","LEAVE",11560
"zero",46495,183,63,476474,176,25,1,"very_unsat","very_little","no","LEAVE",19901
"one",123826,37,21,206492,860,5,6,"very_unsat","little","considering","LEAVE",16678
"one",148517,0,8,232738,608,1,6,"very_unsat","very_little","no","STAY",1671
"one",20326,88,0,890153,240,5,11,"very_unsat","very_high","considering","LEAVE",8502
"zero",29875,242,0,696274,205,29,1,"very_sat","high","never_thought","STAY",6287
"one",24377,0,0,943331,211,0,12,"very_unsat","very_little","considering","STAY",15192
"zero",34576,0,88,545798,148,3,2,"very_unsat","very_high","no","STAY",3408
"one",118382,0,14,741539,498,1,5,"very_sat","very_little","never_thought","STAY",14016
"zero",81049,0,89,251125,258,1,14,"unsat","very_little","actively_looking_into_it","STAY",15463
"zero",36288,215,73,847076,234,23,2,"very_unsat","very_high","actively_looking_into_it","STAY",8962
"zero",136067,0,0,708525,401,1,8,"avg","avg","perhaps","STAY",15258
"zero",137729,56,46,181331,693,3,1,"unsat","little","no","STAY",2118
"zero",116240,190,0,976624,163,15,1,"very_unsat","very_high","actively_looking_into_it","LEAVE",17183
"one",22344,0,0,498989,205,1,14,"very_sat","little","never_thought","STAY",17799
"zero",25744,164,46,839238,247,18,2,"very_sat","very_high","no","STAY",2486
"zero",56329,0,36,269926,220,1,2,"unsat","very_high","considering","LEAVE",6962
"one",113360,0,21,507465,487,0,6,"unsat","high","considering","STAY",8701
"zero",76335,59,34,823257,149,4,2,"very_sat","very_high","never_thought","STAY",19919
"one",47125,51,59,183761,217,5,2,"very_unsat","very_little","considering","LEAVE",19940
"zero",130536,0,14,167899,357,0,6,"unsat","little","considering","STAY",5287
"zero",35705,197,24,302794,226,21,6,"very_unsat","little","actively_looking_into_it","LEAVE",19040
"one",22457,0,48,945820,231,0,6,"very_sat","avg","no","STAY",15604
"one",153488,187,18,274840,415,16,5,"unsat","high","no","LEAVE",11593
"zero",138911,193,0,947805,862,26,15,"avg","very_little","never_thought","LEAVE",8977
"zero",94725,63,0,436687,384,3,15,"very_sat","very_little","considering","STAY",13766
"one",114972,28,17,853228,231,4,2,"very_sat","little","considering","STAY",19614
"one",156525,155,0,693780,293,0,13,"avg","little","considering","STAY",14062
"one",33966,0,82,572947,217,1,2,"very_unsat","very_little","no","LEAVE",2920
"one",119200,172,21,289699,739,4,6,"very_unsat","very_high","considering","STAY",15993
"one",20806,165,48,806587,209,27,4,"very_unsat","very_little","considering","STAY",4184
"one",44114,0,62,380662,314,1,2,"avg","little","perhaps","LEAVE",8004
"one",54617,0,0,359359,299,0,9,"very_sat","very_high","never_thought","LEAVE",19633
"one",43557,226,0,406475,155,25,9,"very_unsat","little","actively_looking_into_it","STAY",609
"one",59449,69,84,454740,343,3,2,"very_unsat","very_little","considering","LEAVE",14874
"zero",105424,196,0,286204,776,15,12,"very_unsat","very_little","considering","LEAVE",6898
"one",77834,43,16,982604,377,3,4,"very_unsat","very_little","never_thought","STAY",11438
"one",156951,189,65,247517,829,12,2,"avg","high","never_thought","LEAVE",13570
"one",149898,153,15,367686,822,1,4,"very_unsat","little","actively_looking_into_it","LEAVE",3439
"zero",29845,0,0,398014,173,0,5,"very_unsat","little","considering","LEAVE",6739
"zero",62821,64,0,167837,379,22,9,"very_unsat","very_high","considering","LEAVE",11269
"zero",33216,81,0,982038,134,1,10,"very_unsat","little","considering","STAY",4452
"zero",79770,175,13,215600,268,20,6,"very_sat","very_high","considering","LEAVE",2506
"one",66590,76,22,569084,345,5,6,"very_sat","little","no","LEAVE",13208
"one",24734,0,0,735789,164,0,15,"very_sat","little","actively_looking_into_it","STAY",517
"one",43005,165,82,639422,241,1,1,"avg","very_high","considering","STAY",16841
"zero",111917,179,0,924662,448,13,8,"unsat","little","considering","LEAVE",14670
"zero",129795,0,0,281839,684,0,13,"very_unsat","very_little","no","LEAVE",17521
"zero",41357,0,0,610326,209,0,11,"very_unsat","little","actively_looking_into_it","STAY",12425
"zero",119745,41,44,269792,499,3,2,"very_unsat","little","actively_looking_into_it","STAY",6187
"one",129252,262,6,299367,692,26,5,"very_sat","very_high","actively_looking_into_it","LEAVE",10370
"one",80642,0,0,519053,355,0,12,"very_sat","little","considering","LEAVE",1330
"one",142971,95,7,190449,205,1,5,"unsat","high","considering","LEAVE",141
"zero",47635,0,0,227602,227,0,9,"very_unsat","very_high","no","LEAVE",2666
"zero",42074,78,56,341193,149,3,1,"avg","very_little","perhaps","LEAVE",18382
"zero",39105,48,8,200020,155,5,5,"avg","little","considering","LEAVE",10855
"one",122659,213,18,239550,446,24,2,"very_unsat","very_high","no","LEAVE",2773
"one",136634,0,0,861557,464,1,10,"very_sat","very_high","no","STAY",11952
"one",32732,204,9,616429,132,11,6,"very_unsat","very_high","actively_looking_into_it","STAY",48
"one",44302,98,37,216422,136,5,2,"unsat","very_little","perhaps","LEAVE",19974
"zero",76523,199,22,510375,367,21,5,"very_unsat","very_high","considering","LEAVE",17398
"one",136294,0,17,231277,722,1,2,"unsat","very_high","actively_looking_into_it","STAY",279
"zero",36776,37,79,507490,162,3,1,"very_sat","little","considering","STAY",7204
"zero",57460,56,63,526910,327,5,2,"very_sat","very_little","considering","STAY",19552
"zero",138739,0,0,233674,225,0,11,"very_unsat","very_little","considering","STAY",17659
"zero",137102,62,0,378696,733,3,11,"unsat","very_little","actively_looking_into_it","LEAVE",11248
"one",81682,204,17,837753,206,18,4,"very_unsat","very_high","considering","STAY",5310
"zero",114525,45,15,244841,869,3,5,"unsat","very_little","never_thought","STAY",4563
"zero",26167,0,19,207515,150,0,4,"very_sat","very_little","considering","STAY",10905
"one",158130,54,0,277961,675,4,13,"very_sat","high","actively_looking_into_it","STAY",15981
"zero",25337,39,18,529987,246,3,4,"very_unsat","little","never_thought","LEAVE",1145
"one",149305,0,0,610542,506,0,12,"very_sat","very_high","never_thought","STAY",12331
"zero",96682,40,66,848938,287,5,1,"unsat","little","perhaps","STAY",15717
"zero",27233,231,8,783838,169,18,6,"unsat","very_high","no","STAY",13251
"one",106649,219,45,952181,530,19,1,"very_unsat","high","considering","LEAVE",4349
"one",80476,0,22,445177,367,1,6,"very_sat","very_high","actively_looking_into_it","LEAVE",4760
"one",62557,72,20,593420,305,5,6,"very_unsat","very_high","no","STAY",14144
"one",29180,60,70,408881,232,4,2,"avg","little","considering","STAY",9203
"zero",64414,71,65,824512,350,5,1,"very_unsat","little","never_thought","STAY",4505
"zero",152971,0,43,968803,749,0,1,"very_unsat","very_high","no","STAY",11051
"one",143501,63,0,515444,530,3,10,"unsat","high","considering","STAY",4564
"zero",63583,217,0,182632,334,28,14,"very_unsat","very_little","actively_looking_into_it","LEAVE",893
"zero",21839,0,0,543848,233,0,14,"very_unsat","very_high","considering","LEAVE",10878
"one",37094,48,6,162615,169,5,5,"very_unsat","little","considering","STAY",312
"zero",75902,67,29,458245,316,1,1,"sat","little","actively_looking_into_it","LEAVE",15629
"one",30321,216,70,911681,234,10,10,"avg","little","considering","STAY",3603
"one",113576,156,0,862641,783,14,8,"very_unsat","very_high","actively_looking_into_it","LEAVE",4881
"one",29617,0,87,924585,298,1,1,"avg","little","considering","LEAVE",10596
"one",52043,194,0,423689,297,23,12,"very_unsat","little","actively_looking_into_it","STAY",11612
"zero",152701,0,27,193164,731,0,2,"very_unsat","little","actively_looking_into_it","LEAVE",2819
"zero",53674,176,60,244840,370,25,1,"avg","little","actively_looking_into_it","LEAVE",8099
"zero",68084,67,29,296488,349,0,1,"unsat","high","perhaps","LEAVE",18015
"zero",42894,243,46,363920,238,0,1,"very_sat","little","actively_looking_into_it","LEAVE",2180
"one",133173,189,29,520454,159,5,1,"very_unsat","very_high","considering","LEAVE",471
"zero",26269,270,63,984803,231,22,2,"very_unsat","very_little","actively_looking_into_it","LEAVE",13751
"one",48143,62,16,179753,187,3,5,"unsat","very_little","considering","STAY",18920
"one",62157,53,14,811391,397,5,6,"very_unsat","little","considering","STAY",17483
"one",99883,33,28,928820,335,3,1,"very_unsat","very_little","actively_looking_into_it","LEAVE",15925
"one",23740,209,14,406190,199,22,5,"unsat","little","considering","LEAVE",2907
"zero",143172,182,41,434161,753,23,1,"very_sat","high","actively_looking_into_it","LEAVE",14889
"zero",142688,33,0,358312,823,3,10,"sat","little","actively_looking_into_it","STAY",15322
"zero",96978,219,0,675911,265,0,5,"very_unsat","little","considering","STAY",2805
"one",70243,188,38,201872,147,25,1,"very_unsat","avg","considering","LEAVE",4059
"zero",78986,55,49,225474,361,3,10,"very_unsat","very_high","considering","STAY",12224
"zero",29564,78,13,317856,228,5,4,"very_unsat","very_high","actively_looking_into_it","STAY",12012
"one",39122,70,0,252959,248,3,13,"avg","little","no","LEAVE",9639
"zero",109934,58,13,633284,167,5,6,"unsat","avg","considering","STAY",12585
"zero",84058,0,0,864357,253,1,1,"very_sat","very_high","actively_looking_into_it","LEAVE",4260
"zero",28946,218,0,648293,220,28,14,"very_sat","high","considering","LEAVE",16167
"zero",34311,0,64,196551,646,1,1,"very_unsat","very_high","no","LEAVE",6622
"zero",84395,0,65,325092,133,0,2,"very_sat","very_little","considering","LEAVE",8930
"one",24380,0,0,951399,203,1,10,"very_unsat","avg","considering","STAY",17264
"one",116984,205,42,202350,711,21,10,"very_unsat","little","no","STAY",11430
"one",111255,73,9,517732,392,5,6,"very_unsat","very_high","no","LEAVE",6830
"one",118896,0,38,699089,699,18,1,"very_unsat","very_little","considering","LEAVE",9863
"one",129209,164,11,213178,799,16,6,"unsat","little","actively_looking_into_it","LEAVE",1679
"zero",53576,52,24,584765,385,4,6,"very_unsat","very_little","considering","LEAVE",12030
"one",156736,204,9,617112,778,17,5,"unsat","avg","actively_looking_into_it","STAY",5524
"zero",44340,73,30,274255,159,3,2,"very_unsat","very_little","considering","STAY",4298
"one",90933,0,11,493004,299,1,5,"unsat","avg","actively_looking_into_it","STAY",6558
"zero",85127,0,71,827773,324,0,2,"very_sat","very_little","considering","STAY",16023
"one",47349,144,10,234123,213,3,5,"very_sat","high","perhaps","LEAVE",4009
"zero",126512,239,56,313029,891,16,1,"avg","high","considering","STAY",6900
"zero",125747,0,0,698084,547,1,11,"very_sat","very_little","no","STAY",1279
"zero",56159,75,16,159547,360,5,4,"very_sat","very_high","actively_looking_into_it","STAY",19246
"zero",28240,0,17,516720,425,0,5,"sat","little","no","STAY",5153
"zero",131981,0,34,995064,680,1,2,"very_unsat","very_high","actively_looking_into_it","LEAVE",1255
"one",96329,78,45,731655,281,27,2,"very_unsat","very_little","considering","LEAVE",2499
"zero",21744,40,0,158432,162,5,14,"very_unsat","very_high","no","STAY",14435
"one",99794,229,6,912988,648,1,6,"unsat","high","considering","STAY",18568
"one",111852,229,11,993468,458,1,4,"very_unsat","very_little","considering","STAY",3740
"zero",149895,217,0,521220,620,13,10,"unsat","little","perhaps","LEAVE",17913
"one",105994,0,12,366058,646,11,4,"very_unsat","very_little","considering","STAY",14624
"zero",22751,57,18,721417,603,4,4,"very_unsat","little","considering","STAY",13274
"zero",49729,0,71,528151,195,1,2,"very_unsat","very_little","considering","LEAVE",5471
"zero",138844,265,77,573982,824,11,1,"unsat","very_little","considering","LEAVE",13558
"one",117047,149,0,670271,693,23,8,"very_sat","very_high","no","LEAVE",1696
"zero",94549,99,50,249786,254,13,1,"very_sat","little","no","LEAVE",17225
"zero",77895,0,0,347048,340,1,11,"very_unsat","very_little","no","LEAVE",18018
"one",71815,194,16,853568,328,23,5,"very_unsat","little","never_thought","STAY",6231
"one",159101,178,7,770402,795,27,6,"very_sat","little","actively_looking_into_it","LEAVE",19551
"one",96561,0,13,165656,379,0,4,"very_unsat","little","no","STAY",10068
"one",63045,87,19,245830,373,4,6,"very_sat","high","perhaps","STAY",18822
"zero",158949,0,56,281584,893,1,4,"unsat","little","never_thought","STAY",7012
"zero",130405,280,58,896068,279,21,2,"very_unsat","very_little","considering","LEAVE",1310
"one",34922,206,24,901242,191,28,4,"very_unsat","very_high","considering","STAY",4538
"one",70025,0,0,558046,331,0,11,"very_sat","very_high","no","LEAVE",11625
"one",156660,59,83,219357,470,5,1,"unsat","high","considering","LEAVE",11538
"zero",126997,0,41,998499,875,1,1,"very_unsat","little","considering","STAY",12718
"zero",32683,165,60,223888,200,4,1,"very_unsat","very_little","considering","LEAVE",2056
"zero",71176,67,0,263258,282,4,12,"avg","little","considering","STAY",10815
"zero",27902,101,5,730579,179,5,4,"very_sat","very_little","no","STAY",14132
"zero",25624,68,69,281960,162,3,1,"avg","little","no","LEAVE",774
"one",138728,38,13,433691,674,3,5,"very_unsat","little","considering","STAY",7327
"one",58863,236,0,203176,296,15,8,"very_sat","little","considering","LEAVE",11962
"zero",86954,222,35,980640,311,16,1,"very_sat","very_little","actively_looking_into_it","STAY",16506
"zero",45388,227,19,521454,189,13,6,"avg","very_little","considering","LEAVE",17610
"one",59762,217,15,220295,355,25,6,"unsat","little","actively_looking_into_it","LEAVE",9402
"zero",94945,0,54,869115,349,0,2,"unsat","very_little","actively_looking_into_it","STAY",3669
"one",93969,77,0,179741,350,4,9,"very_unsat","little","considering","LEAVE",1367
"zero",76113,209,0,192765,162,14,8,"very_unsat","little","actively_looking_into_it","LEAVE",616
"one",95496,74,10,439098,273,3,6,"avg","little","no","STAY",2971
"zero",153741,218,20,534373,168,10,4,"unsat","very_little","actively_looking_into_it","LEAVE",769
"zero",27065,63,0,895123,160,4,10,"unsat","very_high","actively_looking_into_it","STAY",691
"zero",39009,0,24,877252,222,0,6,"very_unsat","little","actively_looking_into_it","LEAVE",18774
"one",75785,183,8,421401,187,29,5,"very_unsat","very_little","never_thought","LEAVE",8305
"one",39654,72,28,951514,225,5,2,"unsat","very_little","no","LEAVE",5655
"zero",61059,73,0,516852,259,22,8,"unsat","little","never_thought","STAY",7809
"one",125875,140,0,568596,623,26,13,"very_unsat","very_high","actively_looking_into_it","LEAVE",19746
"one",61145,64,0,499692,286,1,8,"very_unsat","very_high","considering","STAY",17097
"one",138600,40,8,260246,560,4,4,"very_unsat","little","considering","LEAVE",16503
"one",37009,66,50,488136,222,17,5,"very_sat","little","considering","LEAVE",10154
"one",23830,213,0,503637,232,18,12,"unsat","little","perhaps","LEAVE",15331
"one",64442,0,0,533874,399,1,11,"very_unsat","very_high","actively_looking_into_it","STAY",14574
"one",150262,0,0,938893,543,0,8,"very_sat","little","actively_looking_into_it","LEAVE",9671
"zero",23029,0,45,578981,194,0,2,"very_sat","avg","never_thought","STAY",11163
"one",97561,62,63,220015,252,0,1,"very_unsat","very_high","considering","STAY",12296
"one",68019,205,0,298263,274,25,13,"avg","very_high","no","STAY",3867
"one",70897,0,13,856719,623,1,4,"very_unsat","little","actively_looking_into_it","STAY",6687
"one",52927,224,58,296332,383,26,1,"sat","very_high","actively_looking_into_it","STAY",4964
"zero",58289,209,56,932515,358,1,1,"very_sat","very_little","considering","STAY",15364
"one",54273,53,24,501092,356,4,6,"very_unsat","little","considering","STAY",1867
"zero",130681,86,0,207369,858,5,8,"avg","little","actively_looking_into_it","STAY",10333
"zero",26197,235,0,510187,145,25,9,"avg","very_high","no","STAY",17901
"one",47510,0,0,351012,130,1,9,"avg","very_little","considering","LEAVE",19677
"one",60017,208,0,348833,394,21,8,"very_unsat","high","actively_looking_into_it","STAY",3079
"zero",115046,66,49,981760,662,4,1,"unsat","avg","no","STAY",7729
"zero",113162,0,0,280002,635,0,12,"very_sat","very_high","considering","LEAVE",17600
"one",143144,0,24,845980,888,1,4,"very_unsat","very_little","considering","STAY",18302
"zero",38763,88,0,192370,177,3,15,"avg","very_high","never_thought","STAY",15436
"one",33735,236,47,231220,227,27,1,"unsat","very_little","no","LEAVE",15959
"one",76389,0,53,912381,328,0,1,"very_unsat","little","considering","STAY",18054
"zero",28052,89,0,699655,188,5,11,"very_sat","high","actively_looking_into_it","STAY",15709
"one",27262,0,62,921950,148,0,2,"very_unsat","very_little","actively_looking_into_it","STAY",657
"zero",50196,51,10,159793,385,5,4,"avg","little","actively_looking_into_it","LEAVE",18421
"one",55039,57,0,731740,317,5,15,"sat","little","considering","STAY",11390
"zero",152455,62,0,968573,594,0,11,"very_unsat","little","considering","LEAVE",7398
"zero",31619,0,0,257994,248,1,15,"very_sat","high","never_thought","STAY",16968
"one",80223,214,10,974576,392,23,5,"very_sat","very_high","no","STAY",19255
"zero",78241,50,0,429557,378,3,12,"avg","very_little","considering","LEAVE",3425
"zero",147931,259,0,184218,858,21,8,"very_unsat","little","considering","LEAVE",19484
"one",26821,153,0,435621,219,29,1,"very_unsat","very_high","no","LEAVE",209
"zero",112895,86,78,445323,510,5,6,"very_unsat","little","perhaps","LEAVE",9104
"zero",156425,0,14,688711,723,0,4,"very_unsat","little","considering","STAY",493
"zero",123491,225,0,577018,610,14,10,"very_unsat","little","perhaps","LEAVE",6532
"zero",70601,0,0,566975,295,1,9,"very_unsat","little","actively_looking_into_it","LEAVE",10120
"zero",93397,0,0,273652,287,0,11,"very_sat","very_high","perhaps","LEAVE",9744
"zero",114659,207,58,157902,763,15,2,"very_unsat","very_little","never_thought","LEAVE",9734
"one",94342,71,86,231903,381,3,15,"avg","very_little","considering","LEAVE",10057
"one",70386,182,86,939612,269,15,2,"very_unsat","very_little","actively_looking_into_it","STAY",13118
"zero",113583,230,65,737169,870,21,1,"very_unsat","very_high","never_thought","LEAVE",4262
"zero",135682,177,9,218705,373,15,5,"very_sat","little","considering","LEAVE",14992
"zero",28316,75,83,815474,253,4,2,"very_sat","very_little","considering","STAY",8547
"one",30957,141,9,951993,162,21,4,"very_unsat","little","considering","STAY",3628
"zero",20592,0,18,617222,239,1,5,"very_unsat","very_little","considering","STAY",13510
"one",90002,186,0,748534,344,3,9,"very_unsat","very_high","considering","STAY",9595
"one",151412,39,24,596036,569,4,4,"unsat","little","no","LEAVE",7457
"one",100933,165,75,299942,856,15,1,"unsat","very_little","considering","LEAVE",9120
"zero",27243,0,0,463462,203,1,12,"unsat","little","actively_looking_into_it","STAY",5208
"one",39151,211,0,530423,228,21,1,"very_sat","little","actively_looking_into_it","STAY",12647
"zero",106073,58,0,934837,668,5,10,"sat","little","never_thought","STAY",13089
"one",139706,45,0,659734,400,3,4,"unsat","very_high","no","STAY",3821
"zero",35367,0,38,539437,488,0,1,"avg","very_little","never_thought","LEAVE",2293
"one",148856,149,13,850064,717,1,5,"very_sat","little","never_thought","LEAVE",3064
"one",121302,0,0,543349,594,0,12,"very_sat","very_high","actively_looking_into_it","LEAVE",18580
"one",23449,52,81,650513,208,3,4,"very_unsat","high","considering","LEAVE",19457
"one",34714,40,46,595685,156,3,2,"very_unsat","very_high","considering","LEAVE",708
"zero",93509,0,0,300921,353,1,11,"very_sat","high","never_thought","LEAVE",19202
"one",21850,232,0,234805,233,19,1,"very_unsat","very_little","perhaps","LEAVE",16487
"zero",139732,199,0,221939,689,26,15,"very_unsat","little","considering","LEAVE",19091
"one",124334,0,20,874323,351,0,4,"very_sat","high","no","STAY",11557
"zero",39446,240,0,281538,159,24,9,"unsat","little","actively_looking_into_it","LEAVE",7188
"zero",26868,192,84,906336,217,24,2,"very_unsat","very_high","considering","STAY",12855
"one",30321,145,0,274254,172,22,9,"very_unsat","very_little","considering","LEAVE",4542
"one",52876,75,0,773613,451,5,9,"avg","little","no","STAY",5976
"one",45997,73,0,353417,201,5,4,"avg","little","never_thought","LEAVE",3311
"zero",30719,205,0,544317,214,10,14,"very_unsat","little","considering","LEAVE",14712
"one",151460,0,11,730658,656,1,6,"unsat","little","no","STAY",5717
"one",31893,0,0,989208,238,1,5,"very_sat","very_little","considering","STAY",6866
"zero",53861,88,11,390176,315,3,6,"unsat","little","perhaps","STAY",18741
"zero",60483,80,16,399286,269,5,5,"very_unsat","very_little","considering","LEAVE",14353
"zero",106941,51,0,196871,362,4,9,"sat","little","considering","STAY",17059
